日期|+|XBANK事件工单|+|机构号|+|机构|+|归属模块|+|工单状态|+|COUNT(*)
2016-06-17|+|Xbank事件工单|+|0232|+|上海普陀支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|0321|+|广州海珠支行|+|凭证式记账式国债销售系统|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|0339|+|东莞长安支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|0341|+|广州站前路支行|+|(null)|+|实施中|+|1
2016-06-17|+|Xbank事件工单|+|0373|+|佛山大沥支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|0502|+|武汉东湖支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|0504|+|武汉三阳支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|0504|+|武汉三阳支行|+|(null)|+|实施中|+|1
2016-06-17|+|Xbank事件工单|+|0519|+|武汉汉阳支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|0613|+|大连华南广场支行|+|xBank2.0系统|+|已关闭|+|3
2016-06-17|+|Xbank事件工单|+|0701|+|杭州分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|0707|+|杭州萧山支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|0724|+|杭州淳安支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-17|+|Xbank事件工单|+|0903|+|太原迎泽支行|+|xBank2.0系统|+|已关闭|+|3
2016-06-17|+|Xbank事件工单|+|1003|+|石家庄维明大街支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|1004|+|石家庄和平西路支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|1005|+|石家庄红旗大街支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|1007|+|石家庄槐南路支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|1013|+|石家庄胜利北大街支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|1021|+|石家庄裕祥支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|1100|+|重庆分行|+|PE系统|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|1101|+|重庆分行营业部|+|三方存管系统|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|1105|+|重庆渝中支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|1116|+|重庆陈家湾支行|+|乐收银综合商务平台|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|1200|+|西安分行|+|xBank2.0系统|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|1506|+|福州广达支行|+|直销银行系统|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|1519|+|福建自贸试验区福州片区支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|1620|+|济南领秀城支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|1811|+|深圳龙岗支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|1902|+|宁波北仑支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|1916|+|宁波镇海支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-17|+|Xbank事件工单|+|2005|+|成都清江支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|2006|+|成都东风支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|2200|+|昆明分行|+|xBank2.0系统|+|已关闭|+|2
2016-06-17|+|Xbank事件工单|+|2200|+|昆明分行|+|商业汇票系统|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|2209|+|玉溪支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-17|+|Xbank事件工单|+|2604|+|苏州张家港支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|2900|+|厦门分行|+|BPM系统|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|3005|+|郑州商都路支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|3207|+|无锡南长支行|+|三方存管系统|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|3313|+|长春高新支行|+|网银互联系统|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|3508|+|南昌南京路支行|+|安保客户安全平台|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|3605|+|邯郸联纺路支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-17|+|Xbank事件工单|+|4101|+|潍坊分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|4600|+|中山分行|+|PE系统|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|5501|+|南宁分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|5505|+|南宁安吉路支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|6502|+|沈阳北顺城支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|6702|+|珠海莲花支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-17|+|Xbank事件工单|+|7701|+|马鞍山分行营业部|+|xBank2.0系统|+|已关闭|+|2
2016-06-17|+|Xbank事件工单|+|7900|+|临沂分行业务处理中心|+|xBank2.0系统|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|8301|+|济宁分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|8301|+|济宁分行营业部|+|乐收银综合商务平台|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|A301|+|盘锦分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-06-17|+|Xbank事件工单|+|A805|+|兰州东岗支行|+|xBank2.0系统|+|已关闭|+|3
2016-06-18|+|Xbank事件工单|+|0000|+|总行团队|+|xBank2.0系统|+|已关闭|+|1
2016-06-18|+|Xbank事件工单|+|0101|+|总行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-06-18|+|Xbank事件工单|+|0156|+|北京长椿街支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-18|+|Xbank事件工单|+|0205|+|上海市东支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-18|+|Xbank事件工单|+|0336|+|广州狮岭支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-18|+|Xbank事件工单|+|0613|+|大连华南广场支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-18|+|Xbank事件工单|+|1013|+|石家庄胜利北大街支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-18|+|Xbank事件工单|+|1806|+|深圳福田支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-18|+|Xbank事件工单|+|1806|+|深圳福田支行|+|代理业务平台|+|已关闭|+|1
2016-06-18|+|Xbank事件工单|+|2012|+|成都西体路支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-18|+|Xbank事件工单|+|3007|+|郑州郑花路支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-18|+|Xbank事件工单|+|3013|+|郑州未来路支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-18|+|Xbank事件工单|+|3505|+|南昌青山路支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-18|+|Xbank事件工单|+|A805|+|兰州东岗支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-19|+|Xbank事件工单|+|0000|+|总行团队|+|xBank2.0系统|+|已关闭|+|1
2016-06-19|+|Xbank事件工单|+|01DH|+|北京右北大街社区支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-19|+|Xbank事件工单|+|0613|+|大连华南广场支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-19|+|Xbank事件工单|+|1001|+|石家庄分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-06-19|+|Xbank事件工单|+|1804|+|深圳东园支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-19|+|Xbank事件工单|+|2905|+|厦门金榜支行|+|金卡系统|+|已关闭|+|1
2016-06-19|+|Xbank事件工单|+|A805|+|兰州东岗支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-20|+|Xbank事件工单|+|0000|+|总行团队|+|xBank2.0系统|+|已关闭|+|6
2016-06-20|+|Xbank事件工单|+|0101|+|总行营业部|+|保证金存管银行系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|0101|+|总行营业部|+|新二代支付系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|0109|+|北京万寿路支行|+|金卡系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|0113|+|北京首体支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|0121|+|北京魏公村支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|0128|+|北京奥运村支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|0139|+|北京南二环支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|0140|+|北京建国门外支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|0142|+|北京航天桥支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|0147|+|北京大兴支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-20|+|Xbank事件工单|+|0176|+|北京榆垡支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|01DL|+|北京建研院社区支行|+|制卡系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|0200|+|上海分行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|0201|+|上海分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|0240|+|上海古北支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|0257|+|上海武宁支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|0257|+|上海武宁支行|+|网银互联系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|0300|+|广州分行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|0307|+|广州越华支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|0500|+|武汉分行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|0504|+|武汉三阳支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|0506|+|武汉桥口支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|0513|+|武汉徐东支行|+|新网银系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|0519|+|武汉汉阳支行|+|xBank2.0系统|+|已关闭|+|4
2016-06-20|+|Xbank事件工单|+|0534|+|孝感支行|+|PE系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|0534|+|孝感支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|0604|+|大连开发区支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|0613|+|大连华南广场支行|+|xBank2.0系统|+|已关闭|+|3
2016-06-20|+|Xbank事件工单|+|0807|+|南京城南支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|0814|+|南京大明路支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|0914|+|太原千峰南路支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|1011|+|石家庄广安大街支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|1101|+|重庆分行营业部|+|PE系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|1102|+|重庆南坪支行|+|PE系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|1105|+|重庆渝中支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|1105|+|重庆渝中支行|+|三方存管系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|1106|+|重庆杨家坪支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|1109|+|重庆两路口支行|+|老EUSP系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|1111|+|重庆龙湖支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|1113|+|重庆冉家坝支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|1114|+|重庆大渡口支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-20|+|Xbank事件工单|+|1115|+|重庆北部新区支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-20|+|Xbank事件工单|+|1120|+|重庆茶园新区支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|1207|+|西安长乐路支行|+|xBank2.0系统|+|已关闭|+|3
2016-06-20|+|Xbank事件工单|+|1207|+|西安长乐路支行|+|开放式基金代销系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|1211|+|西安吉祥路支行|+|PE系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|1216|+|西安科技路支行|+|xBank2.0系统|+|已关闭|+|4
2016-06-20|+|Xbank事件工单|+|1300|+|贵阳分行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|1501|+|福州湖东支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|1510|+|福州温泉支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|1614|+|济南济泺路支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|1800|+|深圳分行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|1801|+|深圳分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|1802|+|深圳罗湖支行|+|代理业务平台|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|1809|+|深圳南山支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|1811|+|深圳龙岗支行|+|PE系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|1821|+|深圳福民支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|1823|+|深圳五洲支行|+|代理业务平台|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|1829|+|深圳宝城支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|1902|+|宁波北仑支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|1902|+|宁波北仑支行|+|金卡系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|1908|+|宁波余姚支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-20|+|Xbank事件工单|+|2006|+|成都东风支行|+|xBank2.0系统|+|已关闭|+|3
2016-06-20|+|Xbank事件工单|+|2109|+|天津河北支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|2116|+|天津华苑支行|+|乐收银综合商务平台|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|2200|+|昆明分行|+|xBank2.0系统|+|已关闭|+|2
2016-06-20|+|Xbank事件工单|+|2217|+|昆明金江支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|2616|+|昆山高新技术产业开发区支行|+|手机银行|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|2808|+|温州乐清支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|2810|+|温州塘下小微企业专营支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|2900|+|厦门分行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|3000|+|郑州分行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|3103|+|长沙人民路支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|3104|+|长沙星沙支行|+|总行国库信息处理系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|3200|+|无锡分行业务处理中心|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|3505|+|南昌青山路支行|+|交易型理财产品销售系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|3702|+|常州武进支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|3905|+|吕梁汾阳支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|4101|+|潍坊分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|4302|+|洛阳分行南昌路支行|+|PE系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|4702|+|南阳中州路支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|4702|+|南阳中州路支行|+|金融IC卡系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|5003|+|测试管理|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|5701|+|嘉兴分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|6401|+|呼和浩特分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|6500|+|沈阳分行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|6700|+|珠海分行会计业务处理中心|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|7902|+|临沂西城支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|8204|+|威海乳山支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|A801|+|ECC|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|A805|+|兰州东岗支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|B800|+|乌鲁木齐分行|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|C701|+|西宁分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|C701|+|西宁分行营业部|+|验印系统|+|已关闭|+|1
2016-06-20|+|Xbank事件工单|+|C900|+|日照分行|+|xBank2.0系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|0000|+|总行团队|+|xBank2.0系统|+|已关闭|+|7
2016-06-21|+|Xbank事件工单|+|0101|+|总行营业部|+|xBank2.0系统|+|已关闭|+|4
2016-06-21|+|Xbank事件工单|+|0107|+|北京西坝河支行|+|老EUSP系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|0108|+|北京安定门支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|0113|+|北京首体支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|0116|+|北京北太平庄支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|0117|+|北京广安门支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-21|+|Xbank事件工单|+|0122|+|北京亚运村支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|0131|+|北京劲松支行|+|代理业务平台|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|0139|+|北京南二环支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|0152|+|北京国奥支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|0169|+|北京亮马桥支行|+|BPP系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|0169|+|北京亮马桥支行|+|(null)|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|01DP|+|北京润龙家园社区支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|0209|+|上海外滩支行|+|xBank2.0系统|+|已关闭|+|4
2016-06-21|+|Xbank事件工单|+|0262|+|上海九星支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|0300|+|广州分行|+|BPP系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|0317|+|广州体育西支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|0319|+|广州羊城支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|0334|+|广州万达广场支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|0341|+|广州站前路支行|+|(null)|+|实施中|+|1
2016-06-21|+|Xbank事件工单|+|0409|+|房地产资金监管|+|xBank2.0系统|+|已关闭|+|2
2016-06-21|+|Xbank事件工单|+|0504|+|武汉三阳支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|0603|+|大连高新技术产业园区支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|0609|+|大连越秀支行|+|cbank系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|0723|+|杭州富阳支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|0727|+|杭州庆春支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-21|+|Xbank事件工单|+|0805|+|南京城东支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|0920|+|太原现代装饰城小微专营支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|1100|+|重庆分行|+|xBank2.0系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|1102|+|重庆南坪支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-21|+|Xbank事件工单|+|1105|+|重庆渝中支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-21|+|Xbank事件工单|+|1109|+|重庆两路口支行|+|老EUSP系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|1119|+|重庆九龙园区支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|1201|+|西安分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|1300|+|贵阳分行|+|PE系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|1614|+|济南济泺路支行|+|xBank2.0系统|+|已关闭|+|2
2016-06-21|+|Xbank事件工单|+|1619|+|济南市中支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|1801|+|深圳分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|1809|+|深圳南山支行|+|ACS综合前置|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|1809|+|深圳南山支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|1810|+|深圳深南支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|1818|+|深圳盐田支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|1823|+|深圳五洲支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|1833|+|深圳沙井支行|+|PE系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|1833|+|深圳沙井支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|1837|+|深圳华强北支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|1840|+|深圳桃园支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|1841|+|深圳深圳湾支行|+|PE系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|1841|+|深圳深圳湾支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|2018|+|成都经济开发区支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|2201|+|昆明分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|2204|+|昆明北京路支行|+|xBank2.0系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|2612|+|常熟招商城支行|+|乐收银综合商务平台|+|已关闭|+|2
2016-06-21|+|Xbank事件工单|+|2901|+|厦门分行营业部|+|xBank2.0系统|+|已关闭|+|1
2016-06-21|+|Xbank事件工单|+|3011|+|郑州陇海路支行|+|BPP系统|+|已关闭|+|1
